"Species","Type","FMAXE","D","HF","LF","B","SR"
"Arielulus circumdatus","FMQCF",29.1625886464566,9.09710382001099,44.1305307565141,26.1277261956312,18.0028045608829,1.97895999837684
"Arielulus circumdatus","FMQCF",29.6831180800758,9.13961162033115,45.0316920760903,26.0826286224365,18.9490634536537,2.0732897896341
"Arielulus circumdatus","FMQCF",29.3638048971146,9.1469804037511,45.1280146893929,26.2428976178817,18.8851170715111,2.06462857007614
"Arielulus circumdatus","FMQCF",28.9161854240186,9.0367210645843,44.9830046408693,26.3032636281751,18.6797410126942,2.06709279606978
"Arielulus circumdatus","FMQCF",28.0090257076621,9.17464194271338,45.6684512142907,26.3428751023203,19.3255761119704,2.10641202486589
"Arielulus circumdatus","FMQCF",29.1534951532334,9.1086412280481,43.985287290148,27.4044543805249,16.5808329096231,1.8203409811077
"Arielulus circumdatus","FMQCF",29.3032162476405,9.03486459028532,44.6865704279277,26.0861987995632,18.6003716283645,2.05873275050125
"Arielulus circumdatus","FMQCF",29.1782989374436,9.07240095116754,44.0453847037512,26.584634801624,17.4607499021272,1.92460077504403
"Arielulus circumdatus","FMQCF",29.1674907336086,9.0070217917822,44.9295119890827,27.1553317515828,17.7741802374999,1.97336929435617
"Arielulus circumdatus","FMQCF",29.0681234689504,9.02773204782602,45.0557408533874,27.4004681988336,17.6552726545538,1.95567087736121
"Arielulus circumdatus","FMQCF",29.5011085065156,9.15596326777336,44.7535162587534,27.7652309748992,16.9882852838542,1.85543397095624
"Arielulus circumdatus","FMQCF",28.166344468303,8.99958893569742,44.952381077304,26.5202075976595,18.4321734796445,2.04811282063475
"Arielulus circumdatus","FMQCF",28.7061441115178,9.0784548913743,45.4878502568114,26.6193702982455,18.8684799585658,2.07838009709045
"Arielulus circumdatus","FMQCF",29.5363871877156,9.15842536354062,45.3930583145353,27.5224381841436,17.8706201303917,1.95127649361363
"Arielulus circumdatus","FMQCF",28.2771726961322,9.01889256696773,44.3723740713555,27.5475999179944,16.824774153361,1.86550333407705
"Arielulus circumdatus","FMQCF",27.9130135670379,9.01003379827921,44.1194817447919,26.3243027210884,17.7951790237035,1.97504020762964
"Arielulus circumdatus","FMQCF",29.3455070986487,9.04829731133391,45.5408991827513,27.3706295222692,18.1702696604821,2.00814242009068
"Arielulus circumdatus","FMQCF",28.5501584548578,9.18157168921639,44.3188272403437,26.6427528748937,17.67607436545,1.92516869265534
"Arielulus circumdatus","FMQCF",28.9473542103618,9.04313704740812,44.4113219311345,26.0794507537685,18.3318711773659,2.02715839440032
"Arielulus circumdatus","FMQCF",28.1201776096672,9.08763725037311,44.5517648380133,27.345608636988,17.2061562010254,1.89335860653097
"Arielulus circumdatus","FMQCF",29.5480220837593,9.14137381302749,44.5700498610619,26.7246849353142,17.8453649257477,1.95215350457674
"Arielulus circumdatus","FMQCF",28.4859017942175,8.99716637448032,45.5545107005979,26.1614595998727,19.3930511007252,2.15546209701445
"Arielulus circumdatus","FMQCF",28.9318132021539,9.09000121184249,45.5139849079657,26.687989325048,18.8259955829176,2.07106634467672
"Arielulus circumdatus","FMQCF",28.6512225901783,9.04832982194234,44.1522422214854,26.2029600471906,17.9492821742947,1.9837121908142
"Arielulus circumdatus","FMQCF",28.5871437301934,9.1631088286787,44.2161750952597,25.8463627563506,18.3698123389091,2.00475763001038
"Arielulus circumdatus","FMQCF",29.0835683385916,9.11195549854633,45.5711964136805,26.4136588319853,19.1575375816952,2.10246171469466
"Arielulus circumdatus","FMQCF",28.5791248579584,9.09834073876587,44.9246854252066,26.9640318055354,17.9606536196712,1.97405814261771
"Arielulus circumdatus","FMQCF",28.8818176074959,9.09678215739873,44.606880916364,27.680535142561,16.926345773803,1.86069595610094
"Arielulus circumdatus","FMQCF",28.6430235638358,9.17752513090704,45.2617252767901,27.7243034921303,17.5374217846598,1.9109096989121
"Arielulus circumdatus","FMQCF",28.7111797936335,9.00979566314814,44.4369010856259,26.3669138911828,18.069987194443,2.00559345295176
"Arielulus circumdatus","FMQCF",29.7390504235476,9.04181427156177,44.5976743214647,26.928805903317,17.6688684181477,1.95412866129308
"Arielulus circumdatus","FMQCF",29.4159690396003,9.09213158503731,44.2702205004986,26.6995683286987,17.5706521717998,1.93251186561306
"Arielulus circumdatus","FMQCF",28.4041496634558,9.08575627605055,45.7578339489061,27.0969645607002,18.6608693882059,2.05385978021386
"Arielulus circumdatus","FMQCF",29.4209285870269,8.99995339886841,44.7165770661901,25.97936485826,18.7372122079301,2.08192324754548
